"","Preço_do_Produto","Unidades_Vendidas","Média_da_Nota_do_Produto","Quantidade_de_Avaliações","Preço_de_Varejo","Média_de_Nota_do_Vendedor","Quantidade_de_Avaliações_do_Vendedor"
"30",5.65,1000,4.06,301,6,4.06027864657378,7034
"31",14,100,4.06,31,76,3.96826880024918,51369
"32",5.65,1000,4.37,217,6,4.0659053906372,44837
"33",8,1000,3.81,443,7,3.87080924855491,3460
"34",2.66,5000,3.44,1136,3,4.30636280618823,223392
"35",9,10000,3.8,1231,8,3.86754716981132,10600
"36",11,1000,4.16,274,10,4.00014341029686,13946
"37",8,100,2.75,8,17,4.02536420666514,47981
"38",14,5000,4.06,643,12,4.00669222029391,80093
"39",5.8,100,3.83,6,8,3.92085299563945,16741
"40",13,1000,4.16,138,13,3.9813366374971,12913
"41",9,50000,4.26,5359,81,4.10505422480489,59198
"42",7,10,1.5,2,68,3.85894206549118,397
"43",12,100,3.79,24,14,4.02040816326531,196
"44",3.69,100,3.53,59,40,4.3648438215627,10917
"45",5,10000,3.82,3208,5,4.15139530585844,27055
"46",5.84,100,3.28,36,56,4.01748772683975,40943
"47",16,10,3,3,14,3.54838709677419,31
"48",13,1000,4.03,855,50,4.08570490367776,9136
"49",9,10000,3.18,1783,8,3.90853542104258,10474
"50",7,100,3.8,61,6,4.21638599783678,139607
"51",11,100,3.43,14,20,4.17467948717949,3120
"52",5.84,1000,4.19,307,11,4.17278596896984,10377
"53",1,1000,3.8,5,11,3.85811882395999,8197
"54",11,1000,3.38,37,60,3.9601706970128,703
"55",9,5000,4.03,889,8,4.10884906013864,16013
"56",6,1000,3.5,938,56,3.87669997745886,13309
"57",1,100,3.56,52,10,3.83793694273772,91631
"58",9,5000,4.06,743,8,3.99937140370388,20681
"59",6,100,4,8,6,3.8740157480315,127
"60",11,1000,4.13,211,68,4.21522807622661,11597
"61",7,50,4,4,6,4.35294117647059,34
"62",5,50,5,2,38,3.66666666666667,9
"63",2.72,100,3.1,20,3,4.00158817842839,14482
"64",5.87,1000,3.91,209,11,4.39130434782609,6187
"65",11,5000,3.72,1008,10,4.26800226189514,61895
"66",8,100,2.71,7,10,3.89285714285714,224
"67",14,1000,3.81,187,67,4.15075630252101,11900
"68",2,100,3.47,32,9,4.16762767710049,4856
"69",8,10000,3.93,1670,7,4.13758177780445,66644
"70",5.79,1000,3.41,212,30,4.18984389872454,21012
"71",8,100,3.74,47,22,3.87676160733698,50593
"72",4.94,10000,3.93,1331,5,4.12148374348841,55670
"73",8,10000,3.82,2520,7,3.87200997619318,8821
"74",11,100,3.46,50,10,4.30112048545498,225438
"75",8,10,5,0,33,4.16978609625668,1496
"76",9,50,4.5,4,33,4.12028105275694,8397
"77",7,100,4.26,53,6,3.83795620437956,2055
"78",11,10000,4.24,1045,10,4.28967391304348,9200
"79",8,100,3.56,16,92,3.96806105144149,7076
"80",5.83,10000,4.22,2055,5,4.14695734747171,126370
"81",8,1000,3.42,373,7,3.96520423600605,1322
"82",5.77,100,4,4,5,3.91574032903513,8996
"83",5.9,10000,3.64,1933,5,3.95181741335587,2366
"84",6,100,3.08,13,20,3.93119596541787,2776
"85",7,50000,4.41,17444,6,4.14695734747171,126370
"86",8,10000,3.7,1404,7,3.93752991862135,4178
"87",12,1000,3.81,341,11,4.15035587188612,2248
"88",5.78,20000,4,3975,8,4.18413424866514,6555
"89",12,5000,3.94,387,17,3.97826086956522,1288
"90",11,20000,4.07,3070,10,3.9657006320333,12974
"91",8,100,4.29,31,51,3.83253506671228,5846
"92",11,100,3.46,50,10,4.30112048545498,225438
"93",5.77,100000,4.1,20744,48,4.06734764909732,330405
"94",9,20000,3.7,3820,8,4.06464312928626,15748
"95",1.72,100,3.77,30,2,3.88454364585924,32168
"96",1.86,100,3.57,42,9,3.94301876379691,7248
"97",14,100,4.54,13,92,4.18518518518519,54
"98",3.69,1000,3.64,212,4,4.03912764592688,1559
"99",5.79,1000,3.32,121,42,3.94747196537478,5083
"100",11,100,4.11,28,30,4.21046011948433,9541
"101",9,100,3.18,72,8,3.72916666666667,288
"102",6,10000,3.96,1338,8,3.80168428005284,54504
"103",20,100,2.8,15,17,3.29850746268657,67
"104",5.66,5000,3.89,1161,5,4.28559773576544,99283
"105",8,100,3.97,29,65,3.88284518828452,239
"106",8,1000,3.61,668,7,4.09855721883002,40616
"107",6,1000,3.82,134,6,3.84477611940299,670
"108",11,5000,3.96,1556,10,4.2527114967462,4610
"109",7,1000,4.2,107,6,3.94331983805668,247
"110",11,10000,3.77,1694,10,4.00014341029686,13946
"111",5.81,100,2.61,18,30,3.8947606995807,26473
"112",14,10000,3.93,2946,12,3.88553776857995,32858
"113",5,10,5,0,51,3.98983050847458,295
"114",5,100,4.3,10,5,4.16797851652931,10799
"115",11,1000,4.12,249,10,3.85193013683391,8989
"116",12,10,3.67,3,67,4.00840336134454,238
"117",5.68,10,4.5,2,5,4.5125,160
"118",11,100,4,12,10,4.01465201465201,546
"119",17,10000,4.16,3040,15,4.35261237481562,12881
"120",7,100,3.71,21,43,3.87816699713593,9078
"121",12,50,4.75,4,85,4.17543859649123,57
"122",7,100,5,2,6,3.97073070184479,9703
"123",7,50,3,2,33,4.00154626913012,25222
"124",11,1000,4.11,135,59,4.05718540580789,6715
"125",12,100,3.59,27,43,3.94840902069818,3237
"126",13,5000,3.61,127,51,3.946416144746,17244
"127",2.72,1,5,0,9,3.5978835978836,378
"128",6,20000,3.99,1600,6,4.10884906013864,16013
"129",9,100,4.03,30,56,3.71428571428571,49
"130",5,50,5,1,5,3.75,4
"131",5.86,1000,3.73,150,5,3.99301675977654,9308
"132",2,10000,3.99,980,2,4.04517020066618,12309
"133",7,5000,4.38,996,6,3.94679091563424,130598
"134",5.66,100,3.08,13,6,4.06901509705248,2782
"135",13,5000,4.11,792,17,3.910741632028,4571
"136",8,5000,3.6,1254,7,4.08089077364417,88193
"137",11,1000,3.78,299,10,3.89607390300231,433
"138",8,20000,4.05,8904,7,4.16809739347589,19221
"139",16,100,3.53,38,76,4.27205882352941,1088
"140",11,100,4.6,5,10,4.12299671255393,38936
"141",11,5000,3.72,1008,10,4.26800226189514,61895
"142",8,20000,4.16,6860,7,4.28361113655097,43676
"143",14,1000,4.04,481,12,3.8947606995807,26473
"144",7,100,3.6,25,6,4.15527950310559,483
"145",12,20000,3.89,2294,11,4.15366509189857,59903
"146",7,1000,3.49,49,50,4.01162790697674,1290
"147",2,100,3.07,28,56,3.69605411499436,4435
"148",6,100,3.11,27,16,3.87403290835785,9177
"149",8,1000,4.07,267,7,4.12568306010929,2745
"150",8,20000,3.96,8960,84,4.2049163480906,48654
"151",8,5000,4,32,25,4.12394301820675,13127
"152",11,1000,3.97,359,22,4.33074534161491,4508
"153",3.66,5000,3.19,1080,4,3.86754716981132,10600
"154",1.68,100,3.67,12,2,3.95606494746896,1047
"155",13,100,2.5,2,11,3.7741935483871,31
"156",13,1000,3.82,11,11,4.00669222029391,80093
"157",11,100,2.92,12,16,3.66666666666667,18
"158",7,1000,3.75,219,9,4.15272656071533,30643
"159",4.81,10000,4.16,3135,76,3.92887966129295,24564
"160",9,5000,4.29,761,8,4.15191613679326,5819
"161",18,100,3.68,177,115,4.15666666666667,300
"162",7,5000,3.63,601,6,4.02476522895371,12033
"163",16,10,3,3,14,3.54838709677419,31
"164",5,1000,3.06,31,8,3.99516737388025,8484
"165",1.68,1000,3.76,51,2,3.94246575342466,365
"166",7,100,3.81,21,6,3.77272727272727,44
"167",6,50,2.67,3,7,4.0589519650655,1374
"168",13,1000,3.76,151,19,3.94152046783626,171
"169",11,100,3.46,24,89,4.38569196276921,73595
"170",7,5000,3.29,1042,6,3.87080924855491,3460
"171",12,100,2,3,11,4.00113186191285,5301
"172",6,100,4.14,93,17,4.16693163751987,629
"173",6,5000,3.28,449,17,4.21627818112342,7851
"174",8,100,3.89,9,7,4.08089077364417,88193
"175",8,100,3.14,29,7,4.06741573033708,89
"176",11,1000,3.98,792,84,4.14102167182663,6460
"177",6,5000,4.04,548,22,3.96806105144149,7076
"178",11,1000,3.76,168,10,3.73553719008264,1452
"179",9,100,4.16,31,8,3.97455559428372,2869
"180",8,100,3.07,14,26,3.18604651162791,43
"181",3.78,1000,3.35,79,4,3.78960148550207,105015
"182",8,100,3.89,9,7,4.10111844517785,32724
"183",6,100,3.83,52,145,4.15949269792467,2602
"184",8,1000,3.96,288,17,3.90134529147982,892
"185",9,20000,4.09,4345,36,4.16834593630263,49327
"186",5.65,5000,4.06,998,5,4.25172145832884,92654
"187",3,100,3.4,15,3,3.89179104477612,268
"188",8,50,3.8,5,10,3.7906976744186,129
"189",5.74,1000,3.99,71,59,4.18158810503005,3161
"190",5,10,5,0,5,3.83720930232558,129
"191",8,20000,3.61,5641,7,4.03831969818999,70773
"192",3.67,10000,4.31,2072,4,4.39574693373334,11333
"193",7,1000,3.49,49,50,4.01162790697674,1290
"194",8,5000,3.69,894,7,4.27859146151449,3209
"195",11,1000,3.64,357,10,4.06632640105635,39381
"196",8,50,4,6,7,4.1598983455215,19281
"197",22,1000,3.38,542,169,4.14741462370196,9341
"198",8,10000,3.7,2441,7,4.06632640105635,39381
"199",19,1000,3.01,205,26,4.15966719492868,5048
"200",11,1000,3.67,215,10,4.06352545225074,2377
"201",6,1000,4.17,505,6,4.34879839786382,2996
"202",7,5000,4.16,1378,56,4.00154626913012,25222
"203",7,10000,3.84,1978,6,4.05502899985854,7069
"204",8,100,2.81,21,11,3.58064516129032,31
"205",14,100,3.61,72,26,4.08733920108328,7385
"206",6,100,3.67,27,6,4.04059511158342,4705
"207",11,5000,3.45,1045,12,3.94630872483221,1490
"208",6,5000,3.18,573,21,4.11386995013738,9827
"209",7,5000,4.02,556,47,3.93948159491804,35262
"210",6,10000,4.29,1741,76,4.18338719414752,28159
"211",7,10000,3.71,1792,16,3.90716803760282,1702
"212",9,1000,3.7,162,65,3.96471983397569,3373
"213",8,50,5,2,10,3.8740157480315,127
"214",11,100,3.61,18,84,3.8551724137931,435
"215",8,100000,3.76,11062,7,4.05250444247001,108048
"216",18,10000,4.17,3229,17,4.25052886068299,3309
"217",11,10,5,0,30,4.29512399982317,22621
"218",4.83,50,2,1,51,3.82456140350877,57
"219",8,100,4.57,7,7,3.81475409836066,610
"220",5.85,1000,3.16,602,13,3.89473684210526,25631
"221",11,100,3.96,25,10,4.27707808564232,794
"222",9,100,4.44,18,34,4.12490974729242,1385
"223",15,1000,3.91,646,101,4.16027406693293,29044
"224",5,1000,4.06,197,5,4.15823754789272,2610
"225",8,100,3.52,23,7,3.93358137664035,139223
"226",5.69,5000,4.26,798,5,4.23647112323784,2199
"227",6,100,4,8,6,3.8740157480315,127
"228",8,5000,4.03,579,8,4.02043470963411,23832
"229",6,5000,4.1,939,41,3.94922425952045,9926
"230",11,100,3.77,48,89,4.25328717068352,104269
"231",1.72,100,4,6,56,4.09715994020927,1338
"232",5.78,10000,3.84,1426,26,3.98224852071006,3549
"233",11,5000,4.23,1109,10,4.27486594014876,5781
"234",12,1000,3.67,646,11,3.89195402298851,870
"235",8,1000,3.5,409,42,3.87596347681727,8433
"236",1.89,100,3.46,39,2,4.10555555555556,540
"237",12,1000,4.21,103,17,3.91034280691474,20478
"238",6,10000,3.6,569,6,3.93820071096527,7314
"239",4,5000,4.28,1754,4,4.15619770884284,15538
"240",7,100,2.75,8,33,3.91744948706244,41623
"241",8,100,3.9,21,7,4.31831537708129,6126
"242",5,100,4.5,6,5,3.86754716981132,10600
"243",5.84,10000,3.45,1312,5,3.88454364585924,32168
"244",8,10000,3.99,2753,13,3.97562447206468,33148
"245",19,5000,4.09,1561,21,4.09291355857832,9116
"246",11,100,3.54,13,10,4.15593220338983,885
"247",3.85,50,3.33,3,10,4.03947368421053,7676
"248",9,1000,4.01,135,48,3.74879372738239,6632
"249",8,7,5,0,9,4.05250444247001,108048
"250",11,1000,4,221,10,4.00426701678086,73119
"251",6,20000,3.85,1124,13,4.08496948792783,15076
"252",5,100000,3.98,13789,33,4.0360808726131,366898
"253",16,100,4.05,82,14,4.21789883268483,514
"254",13,100,3.91,11,11,3.47368421052632,38
"255",9,100,3.14,28,34,3.53464673913043,1472
"256",7,100,3.64,11,6,4.26432748538012,855
"257",6,20000,3.96,4082,6,3.99865111826647,45964
"258",8,10000,3.71,903,7,3.9657006320333,12974
"259",4.7,100,4,10,17,4.00669222029391,80093
"260",4,10000,3.45,1412,4,4.14926209602092,21412
"261",8,5000,3.57,309,7,3.94594594594595,5365
"262",16,1000,3.5,222,59,3.89714133048357,3743
"263",11,100,3.29,38,10,3.73214285714286,168
"264",5.77,10000,3.85,2892,5,3.9750696731695,19735
"265",8,10000,4.19,3679,84,4.18781361119027,80713
"266",14,100,4.5,113,13,4.04772518683624,7627
"267",6,100,3.25,12,26,3.64646464646465,99
"268",13,100,4,4,11,4.03295608070696,45151
"269",11,20000,4.22,2878,50,3.96752014521053,36361
"270",4,5000,3.39,783,4,3.88454364585924,32168
"271",5.77,1000,3.72,687,16,4.22009132420091,6570
"272",9,20000,4.17,2440,50,4.007149477029,15106
"273",11,10000,3.75,1586,16,4.15239979798147,120781
"274",7,50,4,4,6,4.35294117647059,34
"275",9,1000,4.24,131,22,4.23184233835252,4516
"276",5.81,1000,3.54,54,34,4.00669222029391,80093
"277",11,100,3.66,56,59,4.19455414674704,4811
"278",11,20000,3.69,2160,10,4.023291043363,5281
"279",8,5000,3.53,876,7,3.90358565737052,2510
"280",11,10000,3.65,2422,10,4.3104329907398,78616
"281",6,5000,4.07,844,6,3.90853542104258,10474
"282",5,5000,4.07,824,6,4.04835560436878,32778
"283",6,5000,3.92,609,6,3.92345854004252,1411
"284",8,5000,4.02,1061,7,4.10596705421841,42919
"285",13,100,4.06,113,26,4.46306355241716,3682
"286",11,100,3.73,22,10,4.02405498281787,1746
"287",5.65,10000,3.65,418,25,4.01760068186661,23465
"288",4.83,50,2,1,51,3.82456140350877,57
"289",8,10000,4.04,1589,16,4.19427012278308,3665
"290",3,100,4.29,58,3,3.88380952380952,1050
"291",8,50,3.88,8,7,3.73652694610778,334
"292",13,10000,3.74,1938,14,3.94109037687523,5466
"293",11,5000,4.1,1514,88,4.02215322648318,35751
"294",7,10,3.5,4,22,3.76028739386022,1531
"295",5,5000,3.97,538,5,3.77545084351367,6876
"296",6,1000,3.84,309,6,3.92887966129295,24564
"297",13,100,4,4,11,4.03295608070696,45151
"298",3,20000,4.12,2826,3,4.12148374348841,55670
"299",12,5000,4.16,663,26,4.10061567474624,18029
"300",11,100,3.09,22,10,3.96761084490811,16487
"301",8,10000,3.85,2519,118,4.02469661486055,23485
"302",5.85,1000,3.16,602,13,3.89473684210526,25631
"303",6,100,3.07,55,6,3.93057294590044,23161
"304",9,1000,3.63,146,57,4.14305497853483,14442
"305",8,1000,3.6,141,7,3.88146380270485,3771
"306",5,100,5,2,5,4.22460496613995,5316
"307",8,50,3.71,7,7,3.54502369668246,211
"308",9,20000,3.94,4304,8,4.07988557503841,18877
"309",8,10000,3.32,1061,7,4.08089077364417,88193
"310",4.81,100,5,0,5,4.33333333333333,6
"311",14,100,3.44,71,104,3.76158940397351,151
"312",8,50,3.88,8,7,3.73652694610778,334
"313",8,100,5,13,26,3.65942028985507,138
"314",7,100,3.57,23,81,3.8566166798211,7602
"315",3,100,3.67,12,3,4.29146981627297,38100
"316",8,1000,3.63,187,8,4.08972174900625,1761
"317",8,100,3.5,6,10,3.78632478632479,117
"318",12,5000,3.34,887,11,3.68168462291871,1021
"319",11,100,2.71,24,22,4.01876675603217,746
"320",8,100,3,11,7,4.48439667128988,5768
"321",8,100,4.39,111,7,4.21240310077519,1290
"322",6,1000,3.53,325,30,3.79373368146214,383
"323",11,100,4.25,12,26,4.05491990846682,874
"324",8,100,3.86,28,7,4.39032620922385,889
"325",8,1000,3.58,605,7,4.01418072175634,21226
"326",9,10000,3.74,2148,9,4.20372535645848,246312
"327",14,10,5,1,12,4.17304979928393,9217
"328",13,5000,3.88,1224,11,3.98107322231034,56745
"329",4.84,100,4.09,57,5,3.95148767004162,16099
"330",5,1000,4.11,94,5,4.04484476811039,10436
"331",14,5000,3.43,647,89,4.23174603174603,5985
"332",3,100,3.57,28,60,3.952,1500
"333",7,10000,3.35,1786,6,3.73247335950645,3566
"334",5,50000,3.93,7088,5,4.09528786691055,11481
"335",9,100,4.07,27,8,4.33658327376698,34975
"336",9,1000,4.22,237,8,4.2646585018278,96838
"337",8,1000,4.13,127,11,4.30635838150289,173
"338",11,2,2,1,10,3.99906134134322,21307
"339",19,5000,3.77,1163,17,3.95999472747644,15173
"340",8,10000,3.65,2324,25,4.22758484088208,30292
"341",7,10000,3.91,1797,6,4.12487422016502,9938
"342",9,100,3.18,72,8,3.72916666666667,288
"343",12,5000,3.11,434,11,3.77545084351367,6876
"344",8,100,3.9,21,7,4.31831537708129,6126
"345",7,1000,3.19,245,6,4.01295364522,9341
"346",8,1000,3.93,426,17,3.98415705183399,5807
"347",8,10,5,0,7,3.96603495860166,27175
"348",11,20000,4.32,3648,10,4.29226618705036,4448
"349",11,1,5,0,30,4.00724637681159,1380
"350",3.7,100,3.18,11,47,3.40947075208914,359
"351",14,5000,3.75,1892,12,4.0304614823372,16447
"352",11,5000,4.26,1273,10,4.10232094207322,67171
"353",18,1000,3.63,477,16,4.14603024574669,2116
"354",12,20000,4.29,4266,118,4.25607690684989,165915
"355",14,1000,4.05,167,43,3.87204438377879,22711
"356",8,50,4.33,3,75,4.00293316572386,4773
"357",1.77,10000,4.03,510,2,4.23754789272031,783
"358",3.73,5000,4.14,856,9,4.14566070649804,2293
"359",8,100,3.92,12,22,4.0496402767338,65189
"360",18,5000,4.09,1903,27,4.05291706086408,15855
"361",4,100,4.07,46,4,3.88454364585924,32168
"362",5.68,10000,3.89,1232,7,4.05448038176034,7544
"363",14,5000,4.06,643,12,4.00669222029391,80093
"364",1.75,50,3,2,6,4.06901509705248,2782
"365",14,100,4.13,60,84,3.70789163722026,849
"366",8,1000,2.75,127,7,3.95681098204857,9470
"367",6,10000,4.04,2211,9,4.03294668627131,55089
"368",5.89,5000,3.25,392,5,3.84959254947614,4295
"369",5,1000,3.77,435,5,4.28817924285346,3883
"370",2.71,20000,4.03,7022,3,4.04915734980066,151249
"371",11,100,5,3,10,4.24749163879599,299
"372",16,100,4.1,10,14,4.15503183955246,16803
"373",7,5000,4.01,542,26,4.21669497694734,8242
"374",4,50,1,1,4,3.51574803149606,254
"375",6,100,3.13,8,6,4.07988557503841,18877
"376",8,10,5,0,17,3.625,8
"377",4,100,4.24,41,4,3.85849983622666,3053
"378",11,10000,3.92,2841,20,3.87163527604882,12371
"379",12,5000,3.47,371,59,4.06236080178174,3592
"380",11,1000,2.99,228,11,4.03286474164134,5264
"381",1.91,10000,4.05,697,2,4.10546060858691,2399
"382",5.7,50000,3.45,8164,58,4.0962337446508,96276
"383",8,5000,4.47,907,17,4.39735099337748,1963
"384",9,1000,3.58,81,8,3.85688432025481,13814
"385",5.72,100,2.5,4,9,3.89949016751639,1373
"386",2,100,3.2,10,10,3.99063829787234,8225
"387",9,1000,4.16,129,9,3.94015852846857,16527
"388",15,10,4,4,13,4.02114803625378,331
"389",20,50,4.17,12,17,3.92307692307692,26
"390",6,1000,3.67,304,9,4.02424242424242,3300
"391",3,1000,3.08,109,3,3.96459173387097,7936
"392",9,10000,4.15,2587,10,4.30699035812672,5808
"393",8,10000,3.98,1612,8,3.93948159491804,35262
"394",12,100,2.82,28,75,3.03448275862069,29
"395",11,100,3.8,5,13,4.02043470963411,23832
"396",9,100,3.3,10,22,3.95148767004162,16099
"397",7,1000,4.33,144,6,4.32390768950105,10963
"398",5.92,100,3.71,17,9,4.21288679984332,5106
"399",8,1000,4.34,794,48,4.33734939759036,3403
"400",11,100,3.54,28,134,4.07165109034268,1926
"401",8,10000,3.62,2069,7,3.90121605863735,12006
"402",15,50000,3.94,6735,115,4.25607690684989,165915
"403",8,20000,3.59,2189,7,4.04517020066618,12309
"404",1.68,1000,3.95,238,2,4.04517020066618,12309
"405",24,1000,4.21,762,59,4.30827619980411,4084
"406",5.65,100,3.67,33,26,4.29920739762219,3028
"407",13,100,4.35,26,11,4.04761904761905,21
"408",16,100,4.07,76,106,4.2336827213684,15551
"409",5.83,100,4.36,22,5,3.95283612844142,17471
"410",7,5000,3.32,579,7,4.05839069546641,4213
"411",8,5000,3.98,921,27,4.2164129241636,41906
"412",14,5000,4.06,643,12,4.00669222029391,80093
"413",5.65,5000,4.23,1002,9,4.0889049512107,5534
"414",1.8,1000,3.68,76,2,4.04137115839243,4230
"415",7,100,3,22,6,3.93496732026144,3060
"416",1.75,50,3,2,6,4.06901509705248,2782
"417",9,1000,4.06,252,108,3.84951129086619,5934
"418",12,1000,3.49,201,11,3.77663671373556,779
"419",8,1000,3.84,132,7,3.83795620437956,2055
"420",5,100,4.5,6,5,3.86754716981132,10600
"421",11,1000,3.74,54,10,3.95444309481241,73271
"422",8,10000,3.54,2006,7,4.00014341029686,13946
"423",7,100,4,6,6,4.03912764592688,1559
"424",6,1000,3.51,79,13,3.87073467343873,13979
"425",6,1000,4.19,201,22,4.41727246292527,3439
"426",13,100,3.42,79,25,3.95040340008644,27764
"427",7,1000,4.08,408,50,3.96748413382434,12763
"428",13,1000,3.5,64,11,4.02446009753077,12919
"429",12,50,3.88,8,14,3.88461538461538,52
"430",5.71,1000,4.23,317,13,4.24265300620113,3709
"431",11,100,3,4,51,4.00127743583788,17222
"432",3.79,20000,3.93,8412,49,4.04682538290145,56999
"433",8,100,3.39,18,10,3.68275862068965,290
"434",2,20000,4.09,6689,3,4.04915734980066,151249
"435",6,1000,3.74,518,22,4.01677297424994,4233
"436",6,50,4.2,15,6,3.72222222222222,144
"437",13,100,3.75,4,11,4.10061567474624,18029
"438",8,1000,4.25,220,25,3.90029469548134,4072
"439",7,100,5,0,6,5,0
"440",11,5000,4.05,654,10,4.0649254650733,8117
"441",11,1000,3.91,808,152,3.90835990731607,87178
"442",8,5000,3.8,757,7,4.20372535645848,246312
"443",1.65,1000,3.67,191,2,3.95879023700035,5654
"444",8,10000,3.7,904,22,4.08479927830401,6651
"445",12,1000,3.76,899,11,4.04673366834171,1990
"446",9,10000,3.84,1982,8,4.13758177780445,66644
"447",8,20000,3.33,3216,7,3.80168428005284,54504
"448",5,10,5,0,51,3.98983050847458,295
"449",11,100,3,9,50,2.94117647058824,17
"450",11,1000,4.29,410,10,3.84246970571264,1733
"451",9,5000,3.75,429,8,3.82118561710398,1029
"452",7,10000,3.12,567,13,3.84951129086619,5934
"453",6,100,3.93,41,6,4.04915734980066,151249
"454",7,100,4.24,50,14,4.14396551724138,1160
"455",1.65,1000,3.67,191,2,3.95879023700035,5654
"456",11,20000,3.92,10150,106,4.06866456780776,25093
"457",11,1000,4.08,454,85,4.3340782122905,895
"458",7,1000,4.12,442,6,4.06135865595325,1369
"459",8,1000,4.01,153,72,3.91247582205029,4136
"460",15,5000,3.95,1632,13,4.04049747857563,32323
"461",9,100,4.86,7,46,4.22800718132855,2228
"462",7,10000,4.41,3078,6,4.10138494318182,11264
"463",11,100,3.08,39,10,3.68932038834951,103
"464",6,1000,3,87,10,3.67672413793103,232
"465",8,100,4.07,58,10,4.04065040650407,123
"466",2,100,2.92,12,2,3.97540983606557,366
"467",8,100,4.04,57,13,4.23184233835252,4516
"468",22,1000,4.04,235,159,4.09796672828096,541
"469",11,1000,3.89,140,10,4.19358878639725,124563
"470",6,1000,3.73,142,6,3.85849983622666,3053
"471",6,5000,4.22,958,38,4.29389964858757,213709
"472",9,100,3.84,37,50,3.94840902069818,3237
"473",12,20000,3.64,1711,11,4.13888538532226,55499
"474",6,20000,3.71,2706,6,4.07327971403038,6714
"475",9,5000,3.81,719,33,4.16650928548946,139788
"476",18,100,4.62,34,47,4.22662116040956,1465
"477",11,5000,2.95,299,108,3.87308282208589,2608
"478",13,1000,3.7,332,13,4.06447628458498,4048
"479",11,20000,3.66,8971,38,4.10512747452545,73701
"480",11,1000,4.09,100,10,4.07809523809524,6300
"481",11,100,4.14,51,10,4.2636812992821,16994
"482",9,50,5,0,34,4.07420278004906,14676
"483",6,50,2.67,3,7,4.0589519650655,1374
"484",2.83,20000,3.62,1742,3,3.91875494592456,3791
"485",7,5000,3.39,1632,159,4.08178308178308,8547
"486",15,100,3.23,69,28,3.85061315496098,897
"487",14,5000,3.44,734,68,4.22646271510516,13075
"488",12,10,5,0,14,3.88461538461538,52
"489",5.81,100,2.61,18,30,3.8947606995807,26473
"490",16,100,3.15,72,22,3.41772151898734,79
"491",7,100,3.8,61,6,4.21638599783678,139607
"492",8,1000,3.95,449,42,4.02536420666514,47981
"493",12,10000,3.56,893,13,4.08773736668738,117487
"494",11,1000,4.1,364,76,4.14914078511745,6343
"495",11,1000,3.93,651,14,4.27949240169199,6383
"496",5.69,5000,3.61,437,5,4.2275307473983,2114
"497",12,100,3.28,40,11,3.96459173387097,7936
"498",7,100,3.6,25,6,4.15527950310559,483
"499",7,50000,3.35,9075,13,4.10375981387862,839882
"500",5.66,10000,4.29,2068,5,4.35618790995809,2174765
"501",8,20000,3.39,2877,7,4.15671532466114,402743
"502",5,10000,3.88,1109,5,4.15366509189857,59903
"503",14,5000,4.16,2082,13,4.21777092963534,5841
"504",6,1000,4.28,134,47,3.86231380720846,25914
"505",8,10000,4.02,2694,7,4.24371222460519,10258
"506",5.83,100,4.36,22,5,3.95283612844142,17471
"507",11,1000,4.08,545,21,3.98162327718224,33303
"508",1.85,100,3.9,97,11,3.83793694273772,91631
"509",9,5000,3.61,1926,8,3.95444309481241,73271
"510",8,10000,3.59,1285,56,3.7952380952381,1260
"511",3,50000,3.81,11408,3,4.04915734980066,151249
"512",6,5000,3.9,813,17,4.23817263342851,22765
"513",3.86,50,4,6,6,3.86090775988287,4098
"514",9,5000,4.03,827,8,4.19358878639725,124563
"515",5.89,5000,3.25,392,5,3.84959254947614,4295
"516",11,1000,3.62,462,17,4.13639455782313,5880
"517",8,20000,3.95,9337,7,3.99758976270344,40245
"518",8,10000,4.17,1910,140,4.16780487804878,2050
"519",11,10,3.33,3,168,3.91489361702128,47
"520",11,10,3.33,3,168,3.91489361702128,47
"521",8,100,2,2,7,4.07420278004906,14676
"522",2,50,3.88,8,8,3.94301876379691,7248
"523",5.66,100,3.41,27,5,3.83348095659876,1129
"524",9,100,4.1,10,8,4.02294411631077,4402
"525",8,100,4.08,61,9,4.07697160883281,1585
"526",9,1000,3.78,282,8,4.03873388609817,16523
"527",2.76,1000,4.33,49,17,4.13672316384181,11505
"528",3.83,100,3.57,67,4,3.95879023700035,5654
"529",7,10000,4.47,1838,9,4.16179672281425,8727
"530",6,1000,3.46,566,43,3.96752014521053,36361
"531",8,100,4.06,36,21,4.27486594014876,5781
"532",8,1000,4.16,45,9,3.88516086046069,21012
"533",2.66,100,2.67,12,3,4.13758177780445,66644
"534",8,20000,3.37,5685,85,4.15671532466114,402743
"535",8,1000,3.55,120,7,4.13745236799129,7348
"536",3.67,5000,3.32,510,9,4.07061824528429,253249
"537",12,20000,4.08,1799,81,4.12792106060008,151914
"538",13,20000,4.06,4378,11,4.28849252274945,44067
"539",9,5000,3.89,740,8,4.04795930725445,24771
"540",9,50,4.63,8,85,4.18518518518519,54
"541",8,100,3.38,42,7,3.83838383838384,198
"542",12,10000,4.14,3560,11,3.98483684237488,19521
"543",5,100,3.8,15,75,3.88967749261867,17612
"544",6,5000,4.27,901,6,4.17699768079275,9486
"545",14,1000,3.7,511,12,4.05688825069685,47356
"546",8,5000,4.34,719,7,4.01381287464165,15348
"547",8,20000,4.03,5929,59,4.08356657337065,15006
"548",8,20000,3.41,5781,7,4.20915469428667,32923
"549",18,20000,4.23,4421,16,4.38741406663141,18910
