"","Preço_do_Produto","Unidades_Vendidas","Média_da_Nota_do_Produto","Quantidade_de_Avaliações","Preço_de_Varejo","Média_de_Nota_do_Vendedor","Quantidade_de_Avaliações_do_Vendedor"
"550",3.93,100,3.54,57,24,4.2134222592747,2399
"551",11,100,3.12,25,10,3.96806105144149,7076
"552",6,100,3.67,27,6,4.04059511158342,4705
"553",8,1000,4.37,578,7,4.17944544229906,17816
"554",11,100,4.33,3,59,3.95543415756182,38258
"555",7,5000,4.01,542,26,4.21669497694734,8242
"556",12,100,5,0,11,4.5,6
"557",11,100,3.56,71,10,4.06901509705248,2782
"558",11,100,3.96,98,10,4.2767258382643,5070
"559",3,50,4.25,4,3,4.03571428571429,28
"560",5,5000,3.51,747,8,4.06953576409643,5019
"561",9,1000,4.74,47,43,4.00293316572386,4773
"562",8,1000,3.61,233,7,3.88553776857995,32858
"563",9,20000,3.88,6360,8,4.09855721883002,40616
"564",11,20000,3.73,8609,10,3.9246774093968,32394
"565",11,20000,3.53,3572,84,4.0171333054743,11965
"566",7,10000,4.34,3079,6,4.29324086533485,9661
"567",3.93,100,4.4,10,4,3.91875494592456,3791
"568",7,100,3.67,18,6,4.04517020066618,12309
"569",8,100,4,13,7,3.7906976744186,129
"570",7,5000,4.38,996,6,3.94679091563424,130598
"571",3.7,10,2.25,4,9,3.77777777777778,72
"572",8,100,4.29,31,51,3.83253506671228,5846
"573",8,1000,4.11,439,7,4.26059588753672,14298
"574",3.94,100,3.9,21,8,4.06878306878307,189
"575",15,1000,4.41,277,13,4.25433526011561,1038
"576",5,1000,3.74,149,5,4.13888538532226,55499
"577",5.77,100,4,4,5,3.91574032903513,8996
"578",4.67,100,2.88,82,4,4.07936507936508,7497
"579",11,100,3.29,49,10,3.73214285714286,168
"580",5.9,5000,3.26,531,5,4.05502899985854,7069
"581",3.7,100,3.18,11,47,3.40947075208914,359
"582",5,1000,3.77,435,5,4.28817924285346,3883
"583",9,5000,3.65,878,8,3.98620689655172,3915
"584",16,100,3.88,69,18,3.82856991497364,37753
"585",6,10000,4.34,1669,6,4.32383040935673,2736
"586",16,1000,3.67,450,26,4.23754260671969,12322
"587",3.76,1000,3.34,95,4,4.1096214511041,3804
"588",8,1000,4.01,270,30,4.20931283905967,2212
"589",11,100,3.13,45,10,3.38186813186813,364
"590",8,100,3.33,3,7,4.36833602584814,619
"591",12,1000,4.05,614,11,4.03295608070696,45151
"592",8,5000,4.07,775,9,4.10596705421841,42919
"593",11,100,3.32,28,10,4.3249348392702,1151
"594",5,10000,3.94,2557,5,3.88454364585924,32168
"595",5,1000,3.77,404,76,4.06866456780776,25093
"596",7,1000,3.8,46,6,3.81127596439169,1685
"597",8,5000,4.02,1269,7,4.05442315014596,39395
"598",15,3,5,0,15,4.25228915662651,4150
"599",12,1000,3.81,341,11,4.15035587188612,2248
"600",7,100,4.15,27,6,4.13594905283609,18529
"601",13,5000,3.97,1020,68,4.25607690684989,165915
"602",9,100,3.69,29,59,4.02424242424242,3300
"603",5,100,3,45,5,4.05397179669271,9857
"604",14,1000,4.24,254,93,4.20129848510072,90105
"605",7,10000,3.94,1116,16,4.14533568016093,3977
"606",13,10000,4.07,2328,84,4.20340053217878,22173
"607",2,1000,4.03,31,6,4.11744492260261,31138
"608",4.73,100,4.4,86,7,4.11744492260261,31138
"609",11,20000,3.42,7596,37,4.31018805538334,58068
"610",8,5000,4,1355,122,4.19960362400906,3532
"611",4.74,5000,4.05,784,20,4.29389964858757,213709
"612",8,10000,3.28,1649,7,3.98239953065415,6818
"613",8,100,3.83,6,7,3.54502369668246,211
"614",8,100,3.47,34,30,3.95258386219402,11030
"615",5.95,100,3.21,48,6,3.8535759627592,2363
"616",3.65,100,3.38,8,9,4.24324932493249,8888
"617",2.81,5000,3.91,940,3,4.10596705421841,42919
"618",4.66,10000,4.28,1594,5,4.39459105677754,85562
"619",5,10,5,0,5,3.83720930232558,129
"620",5,1000,4.23,62,16,4.02923531092277,10501
"621",8,100,3.33,3,7,4.36833602584814,619
"622",13,1000,3.53,302,11,3.86538461538462,4524
"623",8,5000,4.3,830,7,4.28967391304348,9200
"624",8,100,3.5,2,85,3.98705135564034,59234
"625",7,100,4.07,30,6,4.15503183955246,16803
"626",12,1000,3.37,928,11,3.86065915727993,2397
"627",5,1000,3.68,155,5,3.86754716981132,10600
"628",13,1000,3.88,122,33,4.14912280701754,114
"629",14,10000,4.15,2514,75,4.07063746888416,27719
"630",7,10000,3.48,2504,6,3.99560570071259,25260
"631",6,20000,3.74,6509,6,4.11379897785349,11740
"632",8,5000,4.1,1512,7,4.31624368240856,92005
"633",5,100,3.69,13,30,3.84002466851681,16215
"634",11,100,3.54,13,10,4.15593220338983,885
"635",5.65,10,5,0,33,4.03701645947635,28798
"636",3.76,50,3.5,8,7,3.88042895442359,3730
"637",7,100,4.57,23,6,4.43093561939366,105684
"638",4.67,10000,4.28,936,4,4.2646585018278,96838
"639",11,100,3.29,49,10,3.73214285714286,168
"640",2.8,100,3.17,6,3,4.25810663764962,4595
"641",16,10,4.5,4,25,4.01479289940828,676
"642",9,100,3.63,92,17,4.28996865203762,3190
"643",7,5000,3.83,1169,9,4.13493546951491,33705
"644",16,100,4,11,14,4.14827201783724,3588
"645",9,50,4,5,34,4.45810055865922,537
"646",3,100,2,3,26,3.95464380825566,12016
"647",6,5000,3.83,1458,6,4.10232094207322,67171
"648",12,1000,3.93,566,72,4.33746654772525,44840
"649",6,100,3.8,10,34,3.92891968180652,3897
"650",13,1000,4.16,138,13,3.9813366374971,12913
"651",9,5000,3.97,588,19,4.01524132091448,1181
"652",9,20000,3.6,1193,26,3.87204438377879,22711
"653",5,100,3.06,65,5,4.15035587188612,2248
"654",16,100,3.41,27,84,4.0489939637827,9940
"655",11,20000,3.76,8029,14,4.13710585585586,17760
"656",2,100,3.2,10,10,3.99063829787234,8225
"657",8,100,3.43,23,7,4.13094646113045,24132
"658",7,10000,3.55,793,7,3.98705135564034,59234
"659",14,1000,3.82,176,12,4.29579158316633,99800
"660",12,5000,4.16,663,26,4.10061567474624,18029
"661",7,100,3.72,47,6,4.12783913905409,17655
"662",8,100,2.79,14,7,4.33670849971477,7012
"663",8,1000,3.91,102,7,4.09730250481696,2076
"664",14,1000,4.08,546,86,4.26547236503856,62240
"665",6,5000,3.47,536,32,3.89889018691589,17120
"666",11,20000,3.63,2633,10,3.92468451089141,12441
"667",8,1000,4.19,54,26,4.0496402767338,65189
"668",14,10,4,2,12,3.87548638132296,514
"669",5,100,2.79,19,127,4.22539275408785,9357
"670",11,100,4.25,20,10,4.23055555555556,360
"671",4.81,3,5,0,30,3.99050799789067,11378
"672",9,100,3.51,47,21,4.11386995013738,9827
"673",11,10,2,2,70,3.87310606060606,528
"674",12,1000,3.85,398,11,3.86369734370808,3727
"675",6,1000,4.09,538,140,4.03125,2464
"676",3.87,100,4.53,43,15,4.23217062874917,4501
"677",5,50,5,1,5,3.75,4
"678",11,1000,3.75,213,11,3.89889018691589,17120
"679",8,10000,3.54,2006,7,4.00014341029686,13946
"680",5,100,3.69,13,30,3.84002466851681,16215
"681",14,100,3.8,50,25,3.90869565217391,230
"682",3,1000,3.08,109,3,3.96459173387097,7936
"683",9,10000,3.91,3101,8,4.07922359213595,12004
"684",3.83,100,3.57,67,4,3.95879023700035,5654
"685",6,100,3.67,27,6,4.04059511158342,4705
"686",9,5000,3.08,777,8,3.90853542104258,10474
"687",12,10000,3.01,1322,16,3.89889018691589,17120
"688",7,5000,3.39,1632,159,4.08178308178308,8547
"689",11,10000,4.09,2324,10,4.08967719049308,14095
"690",3.76,50,3.5,8,7,3.88042895442359,3730
"691",11,1000,3.67,585,159,3.87802300279764,16085
"692",11,1000,3.95,596,26,3.99981929887965,5534
"693",13,20000,2.93,3421,30,4.09666698319248,200089
"694",5.77,100,2.9,62,9,4.00293542074364,2044
"695",5,100,3.91,43,5,3.90853542104258,10474
"696",11,5000,3.34,1897,10,3.95830388692579,5660
"697",6,100,3.47,55,17,4.21627818112342,7851
"698",5,1000,3.34,252,5,4.09474542262353,15948
"699",6,50,2.67,3,7,4.0589519650655,1374
"700",8,1000,3.47,378,7,4.06472710870546,4434
"701",11,1000,3.74,54,10,3.95444309481241,73271
"702",5,100,2.79,19,127,4.22539275408785,9357
"703",7,1000,3.28,141,6,4.04517020066618,12309
"704",12,10000,3.25,1276,11,3.79473855147775,6158
"705",2,100,3.67,12,9,3.8018018018018,111
"706",4,100,3.1,21,4,4.07822241874862,22615
"707",11,10000,3.75,1520,11,4.18084033613445,2975
"708",13,100,3.49,55,15,4.42857142857143,3276
"709",6,10000,4.35,3279,17,4.14366609979376,110548
"710",12,100,3.68,40,100,4.24358974358974,4758
"711",12,5000,3.96,247,11,4.10577766637423,31916
"712",14,100,4.09,150,126,4.18473164928976,14291
"713",11,100,4.38,8,10,4.28333333333333,120
"714",14,100,4.23,44,97,4.21070615034169,878
"715",9,1000,3.37,238,9,3.89384540322019,28694
"716",11,100,3.8,10,10,3.94331983805668,247
"717",3.7,5000,3.47,835,58,4.18984389872454,21012
"718",9,10000,4.02,840,48,4.10596705421841,42919
"719",3.85,1000,4.18,142,7,4.11744492260261,31138
"720",8,1000,3.49,154,49,3.9889339727038,5422
"721",14,1000,3.87,186,12,3.72916666666667,288
"722",11,20000,3.64,3397,250,4.15671532466114,402743
"723",6,5000,3.75,506,6,3.81758345086977,2127
"724",8,5000,3.39,1248,7,4.04121459771735,14194
"725",5.74,10000,3.61,2366,5,4.15366509189857,59903
"726",11,100,3.09,22,10,3.96761084490811,16487
"727",2,1000,4.13,143,2,4.03601895734597,1055
"728",8,1000,3.42,373,7,3.96520423600605,1322
"729",8,1000,3.81,166,7,4.25420795972943,6357
"730",2,1000,4.19,81,2,4.14695734747171,126370
"731",11,5000,3.13,908,10,3.81758345086977,2127
"732",11,20000,3.56,3929,20,3.96238068500842,33839
"733",8,10,5,0,7,3.96603495860166,27175
"734",5,5000,3.7,296,85,3.83151394861616,18138
"735",9,100,3.7,27,8,3.89423076923077,104
"736",9,5000,3.68,856,8,3.94747196537478,5083
"737",7,100,3.95,65,6,3.95606494746896,1047
"738",9,20000,4.1,4874,9,3.99937140370388,20681
"739",11,5000,3.59,1329,11,4.20372535645848,246312
"740",2,100,2.57,7,2,4.02446009753077,12919
"741",14,20000,3.61,5891,12,3.91527520098949,14553
"742",7,10000,3.86,2092,26,3.99981929887965,5534
"743",8,10000,3.66,1467,7,3.89711549690529,8563
"744",13,10000,3.87,2731,11,4.0304614823372,16447
"745",12,50,4.75,4,85,4.17543859649123,57
"746",8,10000,4.13,1312,7,4.05301794453507,7356
"747",8,8,5,0,68,3.91693290734824,626
"748",11,1000,3.8,75,10,3.79744816586922,3762
"749",5,100,3.97,30,5,3.86754716981132,10600
"750",5.75,100,4.26,27,16,4.44444444444444,36
"751",8,5000,3.32,743,7,3.93752991862135,4178
"752",7,100,3.95,65,6,3.95606494746896,1047
"753",6,50,4,4,7,4.16650928548946,139788
"754",11,20000,3.78,2729,19,4.00322878228782,4336
"755",5.65,1000,3.96,164,6,4.04517020066618,12309
"756",8,5000,4.14,555,8,3.79995866914652,9678
"757",5,5000,3.6,763,5,4.02885738115096,5995
"758",11,10000,4.05,1479,10,3.93638239339752,5816
"759",49,100,4.67,6,42,4.22313773893318,29977
"760",5,100,4.83,6,5,3.03896103896104,231
"761",4.66,100,2.92,24,11,4.27573137510364,8443
"762",7,100,3,22,6,3.93496732026144,3060
"763",19,1000,3.4,255,17,3.76057989553353,18762
"764",23,100,3.86,118,118,4.0649254650733,8117
"765",9,100,3.84,51,10,3.65120593692022,1078
"766",6,1000,3.41,106,34,4.00293542074364,2044
"767",14,100,3.92,25,92,4.22762008733624,7328
"768",22,20000,3.66,1103,19,4.09690771852934,4107
"769",8,1000,2.98,108,7,3.4755838641189,942
"770",2.66,100,2.67,12,3,4.13758177780445,66644
"771",2,100,3.47,32,9,4.16762767710049,4856
"772",16,10000,4.34,3075,14,4.30117473469156,17621
"773",11,1000,3.75,213,11,3.89889018691589,17120
"774",14,1000,3.74,582,12,3.88553776857995,32858
"775",16,2,5,0,16,4.3030303030303,693
"776",8,1000,4.18,668,8,4.00574052812859,5226
"777",9,5000,4.22,827,8,4.09141856392294,14275
"778",14,100,4.23,65,12,4.16988636363636,3520
"779",11,10000,3.76,1546,10,4.13888538532226,55499
"780",15,1000,3.96,382,109,3.96826880024918,51369
"781",4,50,1,1,4,3.51574803149606,254
"782",5.75,10,5,0,5,2.33333333333333,3
"783",9,1000,3.29,99,8,4.08089077364417,88193
"784",6,1000,3.21,362,6,4.15539398038553,5914
"785",8,10000,4.09,1087,7,3.96093555610848,4019
"786",5.73,1000,3.69,182,5,4.27944640753828,3396
"787",8,20000,3.9,3700,7,4.13000421407501,9492
"788",11,1000,3.35,85,10,3.89503816793893,3668
"789",8,50,3.67,6,7,3.79190751445087,519
"790",7,10,5,2,17,3.60869565217391,46
"791",4,50000,4,10927,6,4.09469447493597,13665
"792",13,100,3.22,9,11,3.8018018018018,111
"793",12,1000,4.15,153,85,4.2336827213684,15551
"794",9,10000,4.15,2587,10,4.30699035812672,5808
"795",5.78,5000,3.55,876,50,3.96603495860166,27175
"796",5.86,1000,4.28,512,11,4.26438053097345,904
"797",9,10000,3.82,1860,22,3.87403290835785,9177
"798",3.87,1000,3.34,94,4,4.12736605710619,3117
"799",9,1000,4.52,312,38,4.38017303532805,27740
"800",5.74,100,3.38,58,5,4.13758177780445,66644
"801",9,10000,4.06,1642,8,4.04517020066618,12309
"802",8,7,5,1,55,4.24858223062382,6348
"803",3.68,100,3.71,42,4,3.78960148550207,105015
"804",4.86,1000,3.89,115,8,3.78990019229008,21842
"805",11,100,3.96,25,10,4.27707808564232,794
"806",12,50,3.29,7,11,3.46428571428571,28
"807",15,1000,3.3,408,25,3.94906367041198,1335
"808",3.91,1000,3.73,145,4,3.88454364585924,32168
"809",11,100,3.16,38,14,4.06422983198666,38985
"810",11,100,3.46,56,84,4.20129848510072,90105
"811",8,10000,4.18,1352,30,3.90254772046064,25356
"812",8,10000,3.82,2520,7,3.87200997619318,8821
"813",14,10000,4.36,2010,12,4.23817263342851,22765
"814",7,50,3,2,33,4.00154626913012,25222
"815",6,100,4,35,11,3.77411402157165,3245
"816",6,1000,4.18,352,6,3.93590032698162,17738
"817",12,100,3,6,11,3.97540983606557,366
"818",9,50,4,5,34,4.45810055865922,537
"819",3.88,100,3.47,34,4,3.95879023700035,5654
"820",8,20000,3.96,3761,7,3.99879769156781,12476
"821",12,1000,3.98,131,48,4.10596705421841,42919
"822",5.65,1000,3.39,192,33,4.03037727895458,37956
"823",11,1000,4.46,217,11,4.01466340813153,9002
"824",12,1000,3.82,428,11,3.97886463809676,18831
"825",5.74,10000,3.61,2366,5,4.15366509189857,59903
"826",9,100,4.13,23,8,4.23985141947466,3769
"827",8,5000,3.45,920,58,4.19278929188256,4632
"828",8,1000,3.39,219,17,3.95444309481241,73271
"829",5.79,5000,3.78,1022,5,3.73247335950645,3566
"830",8,10000,3.27,1167,16,3.87403290835785,9177
"831",2.79,100,4,2,13,4.24522536287242,1309
"832",9,100,3.73,82,84,3.90977886151518,35679
"833",13,100,3.49,55,15,4.42857142857143,3276
"834",8,20000,3.68,2015,7,3.88146380270485,3771
"835",5.65,1000,4.24,319,7,4.04772518683624,7627
"836",4.86,1000,3.79,200,5,4.18913926856299,2707
"837",6,1000,3.82,523,8,4.17060285891858,3218
"838",6,1000,4.01,471,9,4.09221556886228,2505
"839",8,1000,4.22,621,9,4.19280085481501,14974
"840",11,5000,3.45,869,50,3.96752014521053,36361
"841",9,10000,3.93,2253,17,4.34323534895283,16091
"842",8,1000,3.74,536,84,4.26789081885856,30225
"843",12,20000,3.8,2066,11,4.12148374348841,55670
"844",14,1000,3.85,422,37,3.93358137664035,139223
"845",8,100,4.07,14,7,4.23055555555556,360
"846",8,1000,3.09,337,7,4.09730250481696,2076
"847",8,100,5,13,26,3.65942028985507,138
"848",7,5000,3.44,921,6,3.73247335950645,3566
"849",7,5000,3.59,677,26,3.99981929887965,5534
"850",16,1000,4.05,580,111,4.19345661450925,20387
"851",11,1000,3.78,463,24,4.07964375589808,50864
"852",9,1000,4.09,520,65,4.06422983198666,38985
"853",5,5000,3.29,1530,28,3.69605411499436,4435
"854",16,1000,4.52,552,14,4.25443394662689,6033
"855",7,1000,4.23,207,6,4.33242937853107,4425
"856",9,5000,3.6,985,50,3.99505640765623,7889
"857",1.76,100,4.63,35,2,4.4559405008473,10622
"858",5,5000,4.07,824,6,4.04835560436878,32778
"859",8,1000,4.23,650,7,4.1148001850468,28101
"860",4.69,5000,3.95,574,4,4.12148374348841,55670
"861",8,1000,4.15,158,18,3.74088535541233,42514
"862",6,100,3.47,19,6,3.86754716981132,10600
"863",6,10,2.33,3,33,3.9246774093968,32394
"864",6,1000,3,87,10,3.67672413793103,232
"865",4.65,50,5,0,4,3.89179104477612,268
"866",2.67,10,5,0,67,3.69230769230769,13
"867",11,100,3.5,10,10,4.02446009753077,12919
"868",5,100,4,4,26,4.15754769215282,19867
"869",11,1000,4.22,223,11,3.76611694152924,667
"870",7,20000,3.98,6510,11,4.06396598235106,43742
"871",12,1000,3.61,171,11,4.19455414674704,4811
"872",1.72,1000,4.33,18,26,4.00728332119446,1373
"873",1.72,100,4.23,13,2,4.0032,1250
"874",8,10000,4.21,1631,47,4.32188065099457,1659
"875",5.8,1000,3.83,52,9,3.80996642516346,28295
"876",7,50000,4.12,9207,6,4.15619770884284,15538
"877",3.66,100,3.2,10,26,3.33828996282528,269
"878",3.83,5000,3.76,337,4,4.28559773576544,99283
"879",13,10000,4.36,2592,84,4.30106665542392,23719
"880",6,5000,3.85,817,17,4.07964375589808,50864
"881",15,100,3.87,202,59,4.15783679647723,7267
"882",8,100,4,13,7,3.7906976744186,129
"883",1.71,50,4.67,3,2,3.79744816586922,3762
"884",12,10000,3.87,632,43,3.97293735172656,45524
"885",20,50,4.17,12,17,3.92307692307692,26
"886",9,1000,4.17,648,8,4.03037727895458,37956
"887",2,1000,3.73,41,56,3.90990702148124,3119
"888",5,100,3.4,25,5,3.91836734693878,98
"889",9,10000,4.14,644,14,3.84919436052367,3972
"890",11,100,3.56,71,10,4.06901509705248,2782
"891",16,1000,4.27,127,14,4.21789883268483,514
"892",7,5000,3.23,1212,6,3.68742586002372,1686
"893",7,10000,3.93,2526,84,4.02923531092277,10501
"894",8,50000,3.69,14568,54,3.84025693743854,78307
"895",8,100,3.8,15,7,4.04545454545455,88
"896",8,10000,3.66,864,7,3.84959254947614,4295
"897",3,100,4.04,47,3,4.09358828172967,11401
"898",8,1000,3.12,341,20,3.95316874522779,7858
"899",6,5000,3.18,573,21,4.11386995013738,9827
"900",9,100,3.51,47,21,4.11386995013738,9827
"901",11,100,3.73,26,49,4.14396551724138,1160
"902",13,1000,3.36,350,11,3.87200997619318,8821
"903",11,5000,4.16,1401,11,4.05447078319764,13879
"904",7,1000,4.02,636,7,4.01815713558459,35358
"905",9,10,5,0,10,3.69072164948454,291
"906",8,100,4.19,54,7,3.85193013683391,8989
"907",8,1000,4.06,121,8,4.02424242424242,3300
"908",6,5000,4.26,550,17,4.27486594014876,5781
"909",14,100,4.5,113,13,4.04772518683624,7627
"910",13,100,4.09,127,93,4.23538180598517,26833
"911",13,1000,4.14,870,59,4.03873388609817,16523
"912",5,5000,3.88,883,5,4.12067659681898,11883
"913",3.69,100,4.36,11,53,3.85559566787004,277
"914",3.85,1000,3.23,185,69,3.9601706970128,703
"915",11,100,3.91,22,10,4.10634252342795,7363
"916",2,1000,4.19,81,2,4.14695734747171,126370
"917",8,100,4.5,14,85,3.90173410404624,173
"918",7,10,3.36,11,7,3.81047937569677,4485
"919",11,1000,3.73,154,24,4.21343856923949,47639
"920",11,5000,3.2,249,10,4.08089077364417,88193
"921",2.7,10000,4.13,1165,3,4.10884906013864,16013
"922",5.83,5000,3.99,639,8,3.83793694273772,91631
"923",11,20000,3.76,8029,14,4.13710585585586,17760
"924",12,100,3.97,37,11,3.73553719008264,1452
"925",5.66,100,3.08,13,6,4.06901509705248,2782
"926",16,100,4,11,14,4.14827201783724,3588
"927",3.67,1000,4.09,197,13,4.13672316384181,11505
"928",12,100,3.73,104,11,4.02782025644042,17002
"929",2.71,100,3.4,20,6,3.79744816586922,3762
"930",5.73,100,4.03,63,5,4.00311526479751,3852
"931",8,10000,3.84,1958,7,4.26800226189514,61895
"932",9,100,3.7,27,8,3.89423076923077,104
"933",14,100,2.7,20,12,3.92270237370663,1643
"934",3.66,100,3.04,23,4,3.95316874522779,7858
"935",6,100,3.4,5,6,3.625,112
"936",12,1000,3.58,137,85,3.85539040695788,15407
"937",9,5000,3.68,856,8,3.94747196537478,5083
"938",13,100,3.55,20,56,3.77477477477477,111
"939",3,50,4.25,4,3,4.03571428571429,28
"940",9,1000,3.67,108,8,3.92468451089141,12441
"941",11,1000,3.62,131,11,3.81714900741449,8362
"942",11,100,3.55,89,10,3.55681818181818,88
"943",11,100,3.13,45,10,3.38186813186813,364
"944",9,10000,3.78,2090,26,4.10375981387862,839882
"945",7,1000,3.99,194,49,4.31602172437203,2946
"946",3.73,100,4.37,27,17,4.52186588921283,343
"947",8,50,5,2,10,3.8740157480315,127
"948",3.81,100,3.32,25,25,3.94453507340946,613
"949",6,10000,3.78,1941,142,4.12341962673089,31559
"950",12,1000,4.09,702,86,4.25328717068352,104269
"951",6,100,5,2,6,4.03571428571429,28
"952",6,10000,4.09,2789,31,4.28044153156261,11596
"953",9,50000,3.83,13198,8,4.30208220951559,37076
"954",13,50,4.33,12,11,4.09353670427636,14358
"955",11,10000,3.75,1717,10,4.23588661100577,190918
"956",3.9,1000,3.11,57,5,3.88272200772201,2072
"957",8,100,4.33,110,47,4.57751937984496,1032
"958",6,50000,4.2,12880,6,4.22794271377796,38264
"959",6,5000,3.93,549,6,4.00669222029391,80093
"960",8,50,5,0,10,4.14624156388178,21485
"961",4.68,1000,3.69,127,25,4.0578109847483,45372
"962",8,1000,4,180,43,3.93358137664035,139223
"963",8,20000,4.05,8904,7,4.16809739347589,19221
"964",8,1000,3.61,256,51,4.14195344129555,19760
"965",7,100,2.9,10,26,3.1875,32
"966",7,10000,4.11,2483,6,4.06621783101629,34311
"967",7,1000,3.28,179,30,4.38209174311927,13625
"968",5.65,1000,3.87,108,5,4.05454545454545,550
"969",9,1000,4.09,520,65,4.06422983198666,38985
"970",8,10000,3.35,1316,9,3.98792148968294,1987
"971",12,1000,4.18,239,58,4.14656882189607,5042
"972",5,1000,3.1,31,5,4.32521489971347,2792
"973",3.84,1000,3.18,55,4,4.31858407079646,791
"974",8,10000,3.56,1473,7,4.18074991029781,11148
"975",12,1000,3.87,344,31,4.00782472613459,639
"976",5.79,100,3.96,53,9,3.72115384615385,104
"977",7,10,5,0,66,4.04223064428803,3694
"978",3,1000,4.05,327,5,4.07985182136242,72885
"979",13,1000,4.01,156,22,4.33074534161491,4508
"980",8,10000,4.04,1589,16,4.19427012278308,3665
"981",8,100,3.64,11,76,3.51428571428571,70
"982",9,100,4.07,46,8,3.96666666666667,300
"983",9,1000,4.27,754,8,4.10061567474624,18029
"984",4.9,1000,3.83,99,8,3.89967327625056,17752
"985",8,1000,4.14,196,38,4.38310756972112,6275
"986",25,50,3.17,6,38,4.00997506234414,401
"987",2,100,2.57,7,2,4.02446009753077,12919
"988",9,1000,3.52,295,8,3.92468451089141,12441
"989",11,100,4.24,55,42,4.36578990361052,6121
"990",12,1000,4.22,206,102,4.21162324649299,2495
"991",9,10000,3.77,1721,59,4.19217451523546,2888
"992",7,10,5,2,17,3.60869565217391,46
"993",8,100,4,55,25,4.1068667576171,2199
"994",8,1000,4.22,124,7,4.05746835443038,3950
"995",15,5000,3.51,1257,13,4.4710175145955,19184
"996",14,5000,3.52,1442,27,3.95999491998984,7874
"997",13,20000,2.97,2191,11,4.00158817842839,14482
"998",4.83,50,2,1,51,3.82456140350877,57
"999",6,100,4,2,7,4.05104906013571,102568
"1000",13,100,4.35,26,11,4.04761904761905,21
"1001",11,5000,4.34,728,10,4.08117647058824,8500
"1002",8,1000,3.6,141,7,3.88146380270485,3771
"1003",7,1000,4.16,129,6,4.20403825717322,941
"1004",9,100,3.18,72,8,3.72916666666667,288
"1005",2,5000,3.89,496,2,4.08967719049308,14095
"1006",8,10000,4.01,2543,7,4.14366609979376,110548
"1007",8,1000,3.63,161,7,3.97338173018754,1653
"1008",8,5000,4.14,2737,7,4.29874595765229,68339
"1009",18,5000,4.03,1058,27,3.79494655004859,12348
"1010",11,20000,3.7,2682,10,3.9657006320333,12974
"1011",11,20000,3.87,5719,83,4.12792106060008,151914
"1012",4,10000,4.03,2150,4,4.31106598369351,230951
"1013",8,10000,3.71,951,7,4.05839069546641,4213
"1014",8,5000,3.94,957,7,4.17836725360165,4373
"1015",6,1000,3.94,251,23,3.97041969955088,6457
"1016",5.87,20000,3.98,4137,5,4.11881188118812,4646
"1017",2.65,100,4.58,33,3,3.98777777777778,900
"1018",7,20000,4,2464,6,4.06970345460104,3271
"1019",7,100000,3.82,11913,22,4.21886629732745,320031
"1020",14,5000,3.83,912,12,3.95543415756182,38258
"1021",19,20000,4.4,3787,105,4.32994873984029,295161
"1022",8,5000,3.7,917,7,4.17585108988489,8166
"1023",7,5000,4.02,1046,50,3.96752014521053,36361
"1024",8,10000,3.09,775,9,3.80168428005284,54504
"1025",8,1000,3.93,54,7,4.08089077364417,88193
"1026",1.7,1000,3.86,86,9,3.99173553719008,484
"1027",12,100,3.59,64,59,4.01392067124333,5244
"1028",6,5000,4.04,846,33,4.14624156388178,21485
"1029",11,50000,3.91,13488,10,4.17944544229906,17816
"1030",5,100,4.27,22,59,4.12667946257198,521
"1031",9,100,3.72,109,49,4.04119850187266,267
"1032",15,1000,3.87,546,68,4.18405904059041,6775
"1033",5,1000,3.1,31,5,4.32521489971347,2792
"1034",15,100,4.11,56,13,4.03047091412742,2166
"1035",11,1000,3.93,90,54,4.09358828172967,11401
"1036",14,100,3.79,103,84,4.28839911156672,29265
"1037",16,5000,4.01,781,56,4.26673839278325,12083
"1038",6,20000,3.97,2564,6,3.9657006320333,12974
"1039",13,1000,3.47,487,11,3.97874659400545,3670
"1040",3.86,100,3.48,23,4,4.12148374348841,55670
"1041",3.74,10000,4.23,1416,55,4.03037727895458,37956
"1042",7,100,3.23,43,9,4.10634252342795,7363
"1043",12,1000,3.61,171,11,4.19455414674704,4811
"1044",8,100,3.07,14,26,3.18604651162791,43
"1045",12,100,4.09,11,11,3.93389830508475,1770
"1046",7,100,3.65,20,6,3.625,24
"1047",8,1000,3.74,638,22,4.19116670356431,9034
"1048",6,1000,4.11,76,11,3.80168428005284,54504
"1049",4,100,4.07,46,4,3.88454364585924,32168
"1050",9,5000,3.8,501,8,4.13672316384181,11505
"1051",3,100,4.29,58,3,3.88380952380952,1050
"1052",16,100,3.73,89,14,3.94679091563424,130598
"1053",5.84,1000,4.19,307,11,4.17278596896984,10377
"1054",11,100,3.4,10,17,3.91735341899276,33855
"1055",2,100,3.53,58,2,4.03047895500726,689
"1056",8,1000,3.13,111,7,4.07247470934622,6623
"1057",7,5000,3.79,797,22,4.25015595757954,4809
"1058",2,5000,3.7,355,2,4.04517020066618,12309
"1059",8,1000,4.14,429,34,3.93922651933702,905
"1060",11,1000,3.73,128,10,3.78960148550207,105015
"1061",5,100,3.72,54,11,4.03949545078577,4836
"1062",6,10000,4.29,2808,6,4.31414996288048,33675
"1063",12,5000,3.91,192,13,4.01751313485114,571
"1064",6,100,4.27,15,6,3.89692101740295,2988
"1065",11,5000,3.64,829,10,3.90853542104258,10474
"1066",8,1000,4.43,398,7,4.18137254901961,816
